id,man,woman,screen,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent18,prolific_id,fig.1a,fig.1b,wc,fig.2a,fig.2b,wc2,fig.3a,fig.3b,wc3,fig.4a,fig.4b,wc4,fig.5a,fig.5b,wc5,fig.6a,fig.6b,wc6,fig.7a,fig.7b,wc7,fig.8a,fig.8b,wc8,fig.9a,fig.9b,wc9,fig.10a,fig.10b,wc10,fig.11a,fig.11b,wc11,fig.12a,fig.12b,wc 12,fig.13a,fig.13b,wc13,fig.14a,fig.14b,wc14,fig.15a,fig.15b,wc15,fig.16a,fig.16b,wc16,fig.17a,fig.17b,wc17,fig.18a,fig.18b,wc18,fig.19a,fig.19b,wc19,fig.20a,fig.20b,wc20,fig.21a,fig.21b,wc21,fig.22a,fig.22b,wc22,fig.23a,fig.23b,wc23,fig.24a,fig.24b,wc24,fig.25a,fig.25b,wc25,fig.26a,fig.26b,wc26,fig.27a,fig.27b,wc27,fig.28a,fig.28b,wc28,fig.29a,fig.29b,wc29,fig.30a,fig.30b,wc30,loneliness,loneliness_2,loneliness_3,loneliness_4,loneliness_5,loneliness_6,loneliness_7,loneliness_8,loneliness_9,loneliness0,loneliness1,loneliness2,loneliness3,loneliness4,loneliness5,loneliness6,loneliness7,loneliness8,loneliness9,loneliness_20,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,race_cold_warm,race_cold_warm_2,race_cold_warm_3,race_cold_warm_4,race_cold_warm_6,race_cold_warm_7,race_cold_warm_8,political_ideology,political_party,political_party_4_TEXT,authenticity,authenticity_2,authenticity_3,authenticity_4,authenticity_5,authenticity_6,authenticity_7,authenticity_8,authenticity_9,authenticity0,authenticity1,authenticity2,age,gender,us_citizen,us_citizen_2_TEXT,us_born,us_years,us_region,us_region_3_TEXT,race_eth,education,income,mTurkCode,man,woman
155,Marcus,Angela,good,2/11/2020 10:27,2/11/2020 10:59,0,69.206.105.146,100,1935,1,2/11/2020 10:59,R_ypSy9gEew5WEABH,,,,,41.47239685,-74.05660248,anonymous,EN,1,5d4c899338e4c5001771e16f,29,"Like the colors very much, and this piece makes me feel peaceful.",65,-15,Only like the blues and teals in this. The rest is unappealing.,63,10,Like the colors and energy of this work.,40,4,"Really like the colors, but don't like the object/squiggle in darker gold and black",83,-44,I really dislike this. It's ugly and looks dirty.,49,22,"I like the orange color, and I don't know why but I like this piece.",68,-42,"Looks like vomit, or chunky feces",33,13,"Like the colors and the energy, but the face feels jarring to me",64,-12,This painting feels too jumbled for me to like it.,50,20,"This makes me think of a city, specifically London.",51,30,"I like this one very much, especially the shades of gray.",57,10,I like the colors in the bottom half of the painting,52,11,It's okay. Feels like a blander take on a Jackson Pollack,57,11,I like the colors and the shapes are interesting,48,-10,"Interesting, but don't really like it. Gloomy.",46,-50,"Hate this, especially the jarring contrast of the super realistic teddybear face.",81,10,"I like this, but it's a bit bland.",34,10,like the grays and contrast of the yellow. This piece feels a bit angry,71,9,I like the colors but the scene itself feels too jumbled and cluttered,70,20,"I like the blues, and the sense of foreboding it makes me feel.",63,20,I feel like I'm looking at two different paintings mashed together in the middle.,81,15,Like the colors. I enjoy looking at this one.,45,-7,"Like the background colors and the energy, but the white bits ruin it for me",76,36,"Love the colors in this work, and the sense of motion in the water",66,-30,Ugly green color and don't like it at all,41,6,"Nice, but not very interesting. I do like the blue tree though.",63,-10,It's okay. Not really interesting to me.,40,-10,This reminds me of internal organs.,35,-10,I would like this piece better without the red X across it,58,-31,Really don't like this piece. It feels very lazy to me.,55,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,1,2,3,2,5,2,6,7,5,6,7,2,7,40,56,50,66,81,2,9,1,4,none of the above,6,5,4,2,8,4,4,4,5,2,4,8,50,1,2,Canadian,2,21,2,,3,3,1,3537492,Marcus,Angela
156,Bradley,Sophia,good,2/11/2020 10:25,2/11/2020 11:00,0,72.213.159.174,100,2106,1,2/11/2020 11:00,R_32Y3XbYOKFrGqtd,,,,,36.04319763,-95.80719757,anonymous,EN,1,5985fc9c631d0c0001499fb6,30,This is a great piece that has a lot more going on the longer you look at it. I like it!,89,-33,I'm not fond of the colors in this one.,39,-21,Marker gone wild?  Not sure what's going on here.,49,-7,This looks like what happens when someone steps on a mustard packet.,68,-10,Looks like a tied up trash bag.,31,2,It's okay. It kind of looks like a bird with his head buried in his feathers.,78,-10,Is this cookie dough?  Yum!,27,6,Interesting but it has a bit of a dark feel to it.,50,-14,Yikes. I'm not sure what to make of this one.,45,3,This piece is very intriguing to me.,36,50,WOW!  I love how the ships and the seas become one in this piece.,65,2,Good technique. It's just not my thing.,39,2,I like the colors used in this piece.,37,20,"I don't know why, but this piece makes me happy.",48,2,I feel like there's ski jumping going on here.,46,-50,This feels like there's some kind of pedofile thing going on here.,66,9,It kind of pulls you in to float away with it.,46,-30,This one is very dark and apocalyptic indeed!,45,-20,"This looks like a child's piece. I appreciate the artistic value, but not for me.",81,25,A truck rolled over?  I do like the pictures and the technique though.,70,6,Indifferent toward this one.,28,27,I like this one. There is a lot to see if you keep looking for it.,66,6,I like the contrast and the bright colors in this one.,54,1,Hmm. Don't know what to make of this one.,41,-50,This one just has a dark feeling to me.,39,15,I like this. Looks like a city street and I can use my imagination to make it come alive.,89,-20,Yikes. I think I made this in kindergarten.,43,-7,I think this may have to do with humpty dumpty?,47,-32,It's creative. It's just not my thing.,38,-10,Hmmm. I think the artist is trying to direct me to a spreadsheet?  (s/s),72,1,1,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,4,5,2,3,6,7,3,5,2,3,5,50,50,50,50,25,70,70,5,1,,5,4,5,2,4,4,3,4,3,3,3,4,37,1,1,,1,,1,,3,6,1,5815170,Bradley,Sophia
159,Adrian,Lindsey,good,2/11/2020 10:40,2/11/2020 11:03,0,96.68.53.62,100,1379,1,2/11/2020 11:03,R_2QyAysSJesVg1A8,,,,,41.47059631,-87.07830048,anonymous,EN,1,5be8a35333f40a00010333c4,-5,Not a fan of the colors. Makes me think of the Australian bush fires.,69,-31,Not a fan of the colors or the style.,37,-10,"Angry red crayons, like a child throwing a tantrum. No thanks.",62,-50,Looks like feces smeared on the canvas. I hate it.,50,-50,Black bit reminds me of a giant splinter. Yellow bit reminds me of urine. I hate it.,84,12,"Simple, warm, hopeful.",22,-41,It's dirty. I don't mind the colors so much as the way they are put together in this dirty-looking pattern.,107,20,"Pleasant colors, lots of interest. Not sure what's going on but I like it.",74,-50,Looks like my niece's doodles.,30,11,"Looks like a violin. Not a fan of the smudges and smears, but my initial reaction was positive.",95,-31,Not a fan of the colors but it looks interesting.,49,-50,Ugly colors and I'm just not too much a fan of cubist abstract art.,67,-5,"I find this oddly pleasant, but I object to this style. It's just a background with splatters. How is that art?",111,8,"Warm, positive, growth.",23,-35,Not a fan. This piece would only go with very specific decor in a modern home.,78,-31,It's depressing. Probably achieved its goal. But I wouldn't want it hanging in my home.,87,20,Pretty composition and I like the colors.,41,11,Interesting piece - gives you more the more you look at it. I like it but wouldn't buy it.,90,7,Pleasant colors with just enough detail to be recognizable. I can see a scene in it that tells a story.,103,10,Not sure what it is. The colors are pleasant; makes me want to figure it out. An animal skull in the desert?,108,8,"I like this piece more the more I look at. Still wouldn't want it in my home, though.",85,-20,Too much contrasting colors makes me feel anxious. I don't like it.,67,-50,Too much contrasting colors together. I hate it.,48,27,I like the colors and see a stream in a wooded setting. Makes me feel calm and cheerful.,88,11,"This piece makes me think of oppression and fighting it. Makes me feel calm, sad and strong.",92,-16,I see a suburban neighborhood with townhouses and trees. Not a fan of the colors or style.,90,-50,Looks like my niece's doodles.,30,-7,Not a fan of the drab colors but it looks a little bit interesting.,67,-50,"Again, ugly colors and I'm not a fan of abstract. This looks like the view into a garbage dump.",95,5,Interesting. Not sure what I'm seeing but it makes me want to figure it out.,76,2,3,3,3,3,4,4,3,2,3,3,4,1,3,3,2,4,3,4,1,3,2,6,2,5,3,7,3,6,3,85,90,90,85,75,10,70,2,3,,6,1,1,1,1,8,1,5,6,1,6,1,45,1,1,,2,,3,Midwest,4,3,4,3149050,Adrian,Lindsey
167,Mitchell,Catherine,good,2/11/2020 10:07,2/11/2020 11:18,0,96.60.157.42,100,4260,1,2/11/2020 11:18,R_2vljqQ3cTnvve9T,,,,,35.66740417,-88.11689758,anonymous,EN,1,5e2539fedc1a177a63796efc,0,"confused,animal like brain fog",30,-4,Dependence. Things relying on each other. Caring,48,-30,"Anger, like something a serial killer may paint.",48,40,"Hearts, family connected. They are standing on a narrow base and could fall to pieces at anytime.",97,1,Building remnants in the sand.,30,30,"Looking, searching at the same time being content.",50,20,Looking through a microscope at the ground at a beach.,54,30,Lost in a big city confuse as to where to go to next. No matter if you live in a mansion or homeless. Being bigger than what is going on around you,147,30,"Cozy, In her own world. feminine .",34,40,"Circle of life, with highs and lows, good and bad. You always weather the storm and come out on top.",100,10,"Busy city life. transportation, anxiety.",40,-10,confused. stages of a persons life from beginning positive to ending negative.,78,45,Magnified rain around trees. Beautiful happy colors. The little person on the right feels nature is huge.,105,1,"Tornado, nature. trees falling and displaced creatures. Love the colors though.",79,-30,ants on the ground playing with bubble gum. They may be thinking of how they can use it to build something,106,-50,"A teddybear, gun, crying person does not give a happy reaction. Death, still, no life.",86,50,Nature coming to the inside of your space that you are locked into.,67,10,Karma. being ruthless and all the time knowing the shit is gonna catch up with you.,83,45,Higher power looking down at its creation with a half smile and some hurt.,74,10,"Interesting. Empty place, wondering what happened, leaving what you used to know.",81,30,"Nature, water, ever changing. Cold then warm. Reaction is mostly positive and some negative",91,-40,Scary monsters lurking causing confusion.,41,10,"Partying, dancing, delusion, kaus.",34,50,"Nature, Peace, connected.",25,40,"culture, tradition. Village people with an honored elder.",57,0,"Incomplete, The artist painted his impression of somthing he was thinking of",76,40,"Angelic, childlike. happiness but also with sadness.",52,-10,"A mom protecting her child because something scary, (perhaps imaginary) wants to take the child.",96,-31,"death, darkness, negative picture",33,42,"connection, Everything is connected even in contrast.",53,2,2,3,3,1,2,1,4,2,2,2,2,1,3,1,2,2,3,2,2,3,1,7,7,6,5,7,1,4,4,70,70,61,62,20,72,63,6,1,,6,5,1,1,1,1,5,6,6,8,6,8,57,1,1,,1,,1,,3,2,1,3106397,Mitchell,Catherine
169,Seth,Diana,good,2/11/2020 10:24,2/11/2020 11:20,0,68.205.49.203,100,3364,1,2/11/2020 11:20,R_WfIGMuoTMQmK6qt,,,,,28.52999878,-81.40570068,anonymous,EN,1,5d7126d0585f4f000139a9e8,12,Might be a person rowing their boat across the lake. Not sure if the background is trees or not.,96,-35,I think I see people sitting in lawn chairs in a circle watching an event. Not really sure so I rated it lower.,111,-28,I didn't feel the color choice when I first looked. I did however like the placement of the gray.,97,33,Odd but intriguing. I feel emotion from this. Like a woman bent over carrying these emotions on her back.,105,-15,I didn't care for this art piece. I wasn't sure about the color choice.,71,26,I love it. It reminds me of a bird sitting on a wall.,53,-37,This piece reminds me of ants and it makes my skin crawl.,57,22,"I don't care for the piece, but I appreciate the talent that it took to create it.",82,-30,I think it's sleeping beauty but I'm not sure. I didn't care for this piece.,76,19,"It reminds me of the ocean. Almost like a battlefield, but on the water.",72,-25,It makes my head feel dizzy. So I rated it lower.,49,44,"This is beautiful. It looks like 1,000 different sunrises and sunsets.",70,11,I really loved the color contrast. Having the white stripe in the center makes the it appear 3D.,96,26,This piece feels inviting. It's like opening up the pages of your favorite book for the first time.,99,-21,There should be more space between the black marks. The black comes off harsh and the blue between the trees can barely be seen.,128,-44,This one isn't for me. It came off as strange but not in a good way.,68,32,"I really enjoyed this piece, it's a play on bringing the outside indoors.",73,31,This painting reminds me of the 4 horsemen of the apocalypse. It feels haunting.,80,11,I wasn't sure if I liked it or hated it. It oddly reminds me of a clothing store.,81,16,I'm not sure why this reminds me of surrealism. It might be the colors used.,76,43,Makes me feel light and airy. Like I've gone back in time to 1700th century France.,83,13,I think the colors are beautiful they remind me of a sunset.,60,12,I thought this art was exciting and it reminded me of dancing people.,69,40,"This is stunning. I love how the brown, red and oranges are blended in together.",80,22,This piece feels cultural. Like it represents something culturally.,67,-20,I'm not sure if this is the image of a furniture store or not.,62,24,I don't care for the green scribbles; not sure what they are. But I adore the colors in the background.,103,29,I think this piece is interesting. I love the faces drawn into it.,66,-44,I rated it lower because it looked like a crime scene. It didn't make me feel good.,83,9,I love the color contrast of the red against the blue.,54,4,3,4,2,3,4,4,3,2,4,4,3,4,4,1,3,4,3,3,4,6,3,6,4,7,4,6,3,5,2,100,100,100,100,100,100,100,2,2,,4,1,8,8,8,8,1,5,4,8,5,8,26,1,1,,1,,1,,5,5,4,4844128,Seth,Diana
170,Lucas,Molly,good,2/11/2020 10:23,2/11/2020 11:24,0,91.132.137.76,100,3634,1,2/11/2020 11:24,R_3MrtpyndSlwuSV4,,,,,40.71569824,-74,anonymous,EN,1,5df2971d9398d51a3f8898d2,20,The colors match and create a nice artistic disorder.,53,20,"Colorful, curious.",18,30,"Mysterious, remarkable.",23,20,Not bad at all.,15,-10,"Very non-dynamic painting, dislike it.",38,-20,Nothing special.,16,-30,Don't understand the meaning of this picture.,45,20,Different styles make this picture outstanding.,47,20,I like the way the artist has painted his painting.,51,30,"For me, it looks like a giant ship on the sea and it's astonishing.",67,25,"Astounding, extraordinary.",26,25,Seems to be puzzles.,20,20,"Incredible, curious.",20,35,In my opinion it's spectacular.,31,-30,I can't see the meaning of the painting.,58,30,It's frightening.,17,40,"Wow, I haven't seen anything better than this.",46,30,White and yellow look awesome and the picture's dynamics are wonderful.,71,25,I can see kind of beach and sea full of people and buildings.,61,25,Phenomenal painting of building.,32,30,"Looks like a war. Many things happening on the painting, really enjoy it.",73,-20,"Unfortunately, I can't see anything special in this painting.",61,20,"Shocked, beautiful.",19,30,Extraordinary and unusual.,26,30,"Well-designed, interesting.",27,0,Nothing to say.,15,0,No clue what to say.,20,5,"This painting is mysterious, it makes me curious.",49,25,Looks kinda scary.,18,40,I like the way the artist has painted his work.,47,3,3,4,2,1,1,2,2,3,2,3,1,2,3,2,1,2,1,2,2,1,3,2,5,2,6,4,5,3,6,80,65,40,80,90,30,55,4,2,,2,4,5,4,4,3,5,2,3,4,3,4,20,1,1,,2,12,3,West,3,2,1,7718511,Lucas,Molly
171,Alejandro,Crystal,good,2/11/2020 9:57,2/11/2020 11:26,0,137.99.108.165,100,5324,1,2/11/2020 11:26,R_3JeKbImBSEwlkEt,,,,,41.80949402,-72.25109863,anonymous,EN,1,5e33347ea707e906066a73d6,11,Interesting color scheme but to bled to me,42,-31,Looks contrived and like someone tried to hard to make it abstract,66,32,I like the abstract flowing lines. It lacks hard rigid marks and flow nicely into a piece of calamity.,102,-30,Looks like finger nails from the Guinness world record book.,60,-50,Confused as to what the artist is attempting to do.,51,11,Gives me a feeling of solitude and nothingness,46,21,I thought I was looking at a satellite image of mars.,53,26,i like the abstract nature of a birds eye view of the city. The hard shapes and squares present with a softness rather than rigidity.,133,24,Evokes triumph of a mountain over powering a drowning sea,57,-20,The contrast between the messy dots/dabs vs the straight affluent lines is unappealing,86,20,Enjoyed the lines representing different paths that encompass different entities,80,27,I like the sectioned nature of the squares and curves. Not my favorite but still a good one.,92,50,Reminiscent of Jackson Pollock and gives me a feeling of chaotic satisfaction,77,-41,It looks like a tree but the bleeding water colors lack borders and makes it hard to appreciate the message.,108,41,The blotted black spots create a nice contrast between the brush strokes within the center and sides. I like it.,112,-50,Garble and nonsense,19,50,Embodies beauty and complexity and in simplicity as well,56,50,"I love this because abstractly depicts the apocalypse. The white horse and its rider as Death, described in religious texts and pop culture. ""He rode a pale horse and his name was death.""",187,22,It is an interesting piece but there are too many muted tones,61,30,The pulling and sagging nature is very beautiful.,49,31,Feels like a clash between land and sea,39,35,Beautiful use of chalk or pastels. Love the abstract nature.,60,50,I love the funky colors accompanied by perhaps dancing silhouettes. I love the white against the chaotic surroundings.,118,-31,"I don't like this painting because of its blottedness. It lacks conviction, direction and purpose.",98,50,Seems ritualistic and nativist,30,-50,Do not like water colors at all,31,-50,Muddied and directionless. Like someone dragged a brush across the paper for the sake of doing something.,105,40,I like the flow and abstract nature of what seems to be humans,62,32,Reminiscent of Jackson Pollock with a hint of abstract structure with the bordering.,84,10,"An interesting design but don't like the colors. I value the time and effort put into it, but not a huge fan.",109,3,4,3,2,3,3,2,3,3,3,2,3,3,2,2,3,2,3,2,3,5,6,4,6,5,5,6,5,4,5,100,100,100,100,100,100,100,5,1,,4,3,5,4,4,5,3,4,5,4,3,5,18,2,1,,1,,3,East,3,3,1,1678529,Alejandro,Crystal
172,Edward,Michaela,good,2/11/2020 11:15,2/11/2020 11:28,0,174.83.80.79,100,782,1,2/11/2020 11:28,R_21gIcwraZr5SUZd,,,,,44.4223938,-72.01180267,anonymous,EN,1,5d17c95fe722560015df9598,21,That one piece in the middle gives it depth and it's really neat,64,11,My immediate reaction was it looked like a class but then I saw a smile in the middle,85,-20,It looks like someone took a red sharpie and just scribbled angrily,67,13,It reminds me of something a kid would make for their parents,61,14,"Pretty simple, I'm not sure what it's supposed to mean",54,32,It looks like a bird looking away,33,14,It looks like maybe some seeds?,31,-10,It's too boxy for my taste,26,24,The colors remind me of peacocks,32,40,It looks like it's sinking but it could also be a view from above,65,22,Reminds me of a city and how chaotic it can be,46,12,It looks like old lady upholstery,33,39,The colors are really pretty together,37,33,I just really like light and wispy things,41,26,Reminds me of lilacs,20,-9,It feels lazily done,20,35,I love how soft it is,21,29,Reminds me of the four horsemen of the apocalypse,49,11,It's ok but it's nothing I would hang on my wall,48,12,I can't tell what's going on but I like the colors,50,45,"I love how vague it is but how you can imagine a story anyway, like clouds",74,29,I like the use of primary colors in an interesting way,54,37,This would make a great mural,29,37,Very pretty and soft,20,33,It looks like people worshipping a statue,41,29,Elevator art but the watercolors are good,41,19,It looks like a kid colored a picture and an adult added to it,62,27,Salvador Dali called and he thinks this looks pretty good,57,30,Like a crime scene. It's neat and different,43,26,My son made me a painting that looked like this,47,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,6,5,5,7,3,3,50,60,60,60,75,30,47,1,2,,3,6,5,5,5,5,6,4,2,6,2,6,30,1,1,,1,,2,,3,5,2,6513533,Edward,Michaela
173,Jake,Angelica,good,2/11/2020 11:06,2/11/2020 11:28,0,74.106.206.193,100,1333,1,2/11/2020 11:28,R_WojhHZdj1M24C8F,,,,,43.11149597,-76.18340302,anonymous,EN,1,5765705e26ed5300019ff9da,-6,This is ugly with bad colors.,29,-40,These colors are ugly.,22,-49,This is angry and childish looking.,35,-32,This is ugly in color and in terms of the shape on it.,54,16,This is interesting and nice.,29,4,It feels sad but it's nice to look at.,38,-3,This is vague and ugly.,23,-25,It's a poor rendition of an MC Escher inspired piece.,53,-7,The colors and image is ugly.,29,-9,This is odd and ugly.,21,-11,This is very unappealing.,25,-4,It's strange looking and unappealing.,37,-21,It's too violent looking and there's too much contrast between the white/black.,79,-2,This is poorly done and not aesthetically appealing.,52,-3,This looks odd and was not well executed.,41,-45,This is creepy and puerile.,27,-5,This could have been good but was poorly done.,46,-50,It looks grotesque and violent.,31,-24,This is like an ugly version of a Basquiat.,43,-21,It's too brash and loud and ugly.,33,23,It looks epic and is nice to look at in terms of colors/style.,62,-21,It's bland and ugly.,20,-2,"This looks like hotel room art, it's ugly and odd.",50,-2,"This looks ugly and simple, as if done by a young person.",57,-2,This is strange and poorly done.,32,-3,It's not ugly but not beautiful at all.,39,-3,This looks like a poor copy of Cy Twombly's style.,50,-23,This is very ugly with poor colors.,35,-8,This is very gross and odd looking.,35,-2,This is just simple and ugly.,29,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,5,4,5,6,5,3,5,4,82,72,65,69,100,1,1,1,2,,6,1,1,1,1,1,1,6,6,1,6,1,77,2,1,,1,77,2,,3,6,4,4931084,Jake,Angelica
174,Peter,Makayla,good,2/11/2020 11:07,2/11/2020 11:30,0,76.100.196.30,100,1372,1,2/11/2020 11:30,R_3fDbdHd888UsSvg,,,,,39.35290527,-76.57430267,anonymous,EN,1,5e0a47881e2e582dab6ec5b3,2,Nothing whatsoever,18,4,I don't feel indifferent,24,-20,Looks like blood scribbled on walls,35,-27,Looks like poop on walks,24,19,Bright and sunny,16,2,Don't like the black space,26,2,It's just like sand from the beach,34,15,I see water and structures that resemble Ancient Rome,53,-18,"Looks like a monster's teeth , unsettling",41,2,I don't hate but don't like it because it looks like a oil slick,64,1,"Smoggy, oily, industrial. Don't like",36,-10,"Reminds me Early 2000's decor, don't favor it",45,4,Reminds me of the aquarium,26,21,I like that it's like a snippet of a field in the desert,56,2,It's just dots. Doesn't bring any positive or negative feelings,64,2,It's a little unsettling,24,28,"I feel okay , it's like a tree",30,2,"I'm not partial to the design, unsettling",41,3,"Looks like hustle and bustle ,",30,19,Little picturesque town that I would like to visit,50,15,"I like the two sides meeting, like a movie scene",48,2,Just neutral no feelings,24,-12,"Reminds me of disco/70's, not my favorite design",48,29,Looks like a serene waterfall and woods,39,5,It's very mystical.,19,28,"Reminds me of a European street, I desire to walk in this picture",65,23,"Calming sky , relaxing",22,-17,The earthy colors smeared around looks like prison food tray,60,-15,Looks like a jail cell,22,-1,I feel nothing towards,22,3,1,4,2,2,3,2,1,1,1,1,1,2,3,2,2,3,1,2,1,2,5,6,4,6,5,5,3,4,2,37,80,79,78,49,51,52,2,3,,6,4,2,8,2,3,3,6,5,5,5,3,20,1,1,,1,,3,East - mid Atlantic,1,2,1,6937337,Peter,Makayla
175,Gregory,Jamie,good,2/11/2020 11:15,2/11/2020 11:31,0,107.77.226.85,100,961,1,2/11/2020 11:31,R_1FDkyzZKqiUwJbd,,,,,40.78089905,-73.95020294,anonymous,EN,1,5cdae588cc071e001a1cbbf0,-5,Looks like just a bunch of colors with no real point,52,-35,Awful color coordination and design,35,-40,Looks like somebody squirted ketchup everywhere,47,-25,Mustard yellow doesn't do it for me,35,-35,Don't really see it and yellow/pink don't go well together,58,5,Tree growing in a desert. Gives me feelings of hope,51,20,Looks like a battle raging on,29,44,Cool designs and color schemes,30,-5,Mash up of colors and designs don't really go together,54,45,Well done designs for being considered abstract,47,25,Looks like a cityscape,22,15,Black and white contrast with color looks nice,46,45,Cool colors and looks like rain on a window,43,-5,Not as cool as other tree looking paintings,43,35,Black and blue is my favorite color combination,47,40,Weird and funny,15,30,Looks like some fantasy tree. Nice,34,-10,Mash up of colors and don't see a grander picture,49,10,Looks like a busy port,22,35,Looks like some type of future dystopian civilization,53,20,Contrast of fire and water looks cool,37,15,Like the mix of warm and cool colors,36,30,Reminds me of outer space and the stars,39,40,Beautiful waterfall with nice colors,36,40,Cool color scheme and appears to be a statue of some type of revered god,72,5,Street corner on a sunny day,28,-15,Don't like the mix of green with the warmer colors,50,5,Gloomy colors and picture,25,30,3D looks is really cool,23,30,Cool design and contrast of colors,34,3,2,4,3,3,4,3,3,3,3,4,2,2,4,3,3,4,3,3,2,2,4,4,3,3,6,4,3,4,6,79,69,70,68,30,35,70,4,3,,5,3,4,2,3,4,2,4,5,3,4,8,24,2,1,,1,,2,,3,5,2,1130422,Gregory,Jamie
177,Spencer,Leah,good,2/11/2020 11:15,2/11/2020 11:47,0,70.225.0.77,100,1914,1,2/11/2020 11:47,R_ahD9738y9bqSTbr,,,,,33.97070313,-84.3246994,anonymous,EN,1,5c818f0d4f23cf000132ad6f,32,"Pretty intermeshing of colors, happy",36,-29,"Kind of looks upside down, I need a focal point",47,-28,"Scratchy scrawly all one color, looks like a mistake",52,-41,To me just looking at paint scrawls,35,-42,"Boring, no flow except the pink feathery band",45,-37,"Boring, looks like a sad tree in wind",37,50,"I love it, it looks like a landscape photograph in desert or rocky mountain",75,-16,"Nice formats, I just don't like it much",39,-11,"Depressing to me, like a dark dream",35,-21,"Dark with no object, looks like experimentation, slightly like a storm on the ocean",83,-32,"Even with the colors, it is dreary to me",40,2,"Looks like a puzzle I want to put together, but not hang in my den",66,43,"Like it a lot, reminds me of rainy day on glass",47,27,I like the simplicity along with the colors,43,19,"Pretty, like in a field of poppies",34,-30,Know it is a piece relating to children and gun violence. Sad,61,50,"Love the colors, the flow, like a strange storm or tree off the balcony",71,43,"I really like it, like hells drivers",36,43,"Very abstract but I like it, it's busy, lots of colors",54,-30,"A sad past town, pollution, guess I like happier scenes",55,32,"Love the colors, uplifting and stormy at the same time",54,-19,Pretty colors but too blocky for me,35,25,"Interesting, want to look at it more to identify",48,50,"Happy, the forest as I would love to see it",43,38,"I really like it, very simple, very tribal",42,42,"Really like it, a very nice neighborhood scene to me",52,22,An attractive assortment of squiggles and colors,48,-37,"Too me it's a mish mash, true abstract",38,-40,"Scrawled graffiti, with a red x as saying it was a mistake",58,11,"Interesting, almost an underworld of plant life",47,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,7,2,6,1,7,1,6,2,7,4,70,73,76,67,84,73,68,3,2,,6,5,4,8,8,2,1,5,5,8,6,1,66,1,1,,1,,1,,3,5,5,4991117,Spencer,Leah
183,Victor,Cassidy,good,2/11/2020 11:45,2/11/2020 12:19,0,173.175.247.94,100,2060,1,2/11/2020 12:19,R_xyGG2QlDwgpXILD,,,,,32.93760681,-97.082901,anonymous,EN,1,5d4791e0f0b006001a3f17ba,25,I like the colors and layers,28,13,It's interesting. The chunks of black here and there are nice,61,-47,"Again, looks like a child's work. I don't get these types of pieces. Too simple",79,-13,"Hate the color, and just do not get the point.",46,7,"I like these colors together and the tiny splatters, but what is this?",70,5,The background on the upper half is nice. I also like the contrast of the top and bottom halves,95,12,I like the texture,18,10,I like the colors,17,1,"The colors are okay, but this looks like someone scribbled with a crayon",72,-6,Looks like someone just smeared some paint and called it good. Do not like.,75,22,Love the colors against the black and gray. The lines are calming.,66,21,I like the colors and pattern,29,31,"Great color balance. I like the splatter, and how the vertical lines go from sharper to more blended.",101,6,Meh. Pleasant to look at. Colors are nice,41,4,"I like the random blue dabs to break up the black, but it looks unfinished.",75,-28,"I don't know why, I just don't like it",38,32,"cool. Sharp and blocky below, light and flowing on top. Overall pleasing to look at",83,18,nice balance of color. The different sizes and types of strokes give a lot to look at,85,-14,"too much going on, can't tell what it is",40,13,"sort of pleasant to look at, but can't tell if it's supposed to be something",76,10,I really like these colors together and their placement. The dabs of white are a nice contrast to the soft blending,115,10,"I don't really know why, I just like looking at it",50,28,"I like the colors, the tiny dots, and the contrast between the white and background",83,1,I don't even know. It's just kind of meh,40,25,"Love the colors, and how it's simple yet complex",48,1,the trees are cool,18,-19,doesn't look like any effort was put into this piece.,53,6,"Almost looks like child's artwork, sloppy and chaotic",53,1,I like the colors but it looks very amateur,43,-11,I just don't see the point of this piece,40,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,5,5,6,6,6,5,6,2,5,5,48,96,80,96,65,5,50,2,3,,6,3,8,8,3,8,3,4,5,2,5,8,30,2,1,,1,,1,,3,3,1,,Victor,Cassidy
