"","name","agent_response","agent_rating","photo","trial_gender"
"4066","Sabrina","Its just not giving the vibe i should be finding",-31,4,"female"
"4067","Samantha","I domt like the yellow black blended smear",-50,4,"female"
"4068","Sara","Random swirls again",-30,4,"female"
"4069","Sarah","too many red/yellow shades, its impact without a reason",-27,4,"female"
"4070","Savannah","Colors are horrendous, look like bodily fluids have been smeared.",-50,4,"female"
"4071","Shannon","I think that this picture is too boring in terms of color and it looks ugly.",-41,4,"female"
"4072","Shelby","The colors feel a bit off to me",-10,4,"female"
"4073","Sierra","it looks like a deformed hand",-9,4,"female"
"4074","Sophia","This looks like what happens when someone steps on a mustard packet.",-7,4,"female"
"4075","Stephanie","It looks like a hand someone scribbled over",-30,4,"female"
"4076","Sydney","This piece catches my eye, but it's strange to me.",10,4,"female"
"4077","Taylor","Reminds me of a first place trophy",30,4,"female"
"4078","Tiffany","The sickly looking colors make me feel very uncomfortable.",-35,4,"female"
"4079","Vanessa","Again, this is too abstract and I really don't like the colors.",-21,4,"female"
"4080","Victoria","dont like the colors",-31,4,"female"
"4081","Abigail","Reminds me of a broken umbrella",-9,5,"female"
"4082","Alexa","It's okay. Don't hate it but don't love it either",0,5,"female"
"4083","Alexandra","This looks like a twelve year old did it",-40,5,"female"
"4084","Alexandria","no clear emotion",-16,5,"female"
"4085","Alexis","Kindergarten art. I really don't like this style.",-50,5,"female"
"4086","Alicia","pointless, ugly, not creative.",-50,5,"female"
"4087","Allison","Too loud. Dislike the bright yellow.",-5,5,"female"
"4088","Alyssa","It has a sense of vague familiarity that i like.Like a stick starting a fire at a campsite.",30,5,"female"
"4089","Amanda","Very good color coordination",41,5,"female"
"4090","Amber","Missing something",-5,5,"female"
"4091","Amy","Nearly white background gives a lack of context. Questionable skills",-45,5,"female"
"4092","Andrea","Perfume bottle, reminds of fancy nights out.",11,5,"female"
"4093","Angela","I really dislike this. It's ugly and looks dirty.",-44,5,"female"
"4094","Angelica","This is interesting and nice.",16,5,"female"
"4095","Anna","It's kind of boring.",-20,5,"female"
"4096","Ashley","I like the simple shapes and colors.",23,5,"female"
"4097","Autumn","Appealing but shapeless",24,5,"female"
"4098","Bailey","Not sure what that even is. Looks like a 2-year old drawing",-40,5,"female"
"4099","Breanna","Makes me feel weird",-16,5,"female"
"4100","Briana","It looks like a poorly drawn pear",17,5,"female"
"4101","Brianna","Very bright and has colors you wouldn't think would go together",11,5,"female"
"4102","Brittany","Although it's very simple, there's something about the colors that really draws the eye.",11,5,"female"
"4103","Brooke","No. What even is this? A mop?",-35,5,"female"
"4104","Caitlin","More kindergarten art class. Who buys this stuff?",-45,5,"female"
"4105","Caroline","Too much angular things happening, makes me think of stabbing something which makes me uncomfortable",-50,5,"female"
"4106","Cassandra","This was awful and it looked like someone took minimul effort with it... no time at all.",-49,5,"female"
"4107","Cassidy","I like these colors together and the tiny splatters, but what is this?",7,5,"female"
"4108","Catherine","Building remnants in the sand.",1,5,"female"
"4109","Chelsea","I'm not sure what is going on here.",-46,5,"female"
"4110","Cheyenne","Very little going on.",-4,5,"female"
"4111","Chloe","Black stripe looks violent",-31,5,"female"
"4112","Christina","looks like a little kids painting",-50,5,"female"
"4113","Claire","I like the strokes and colors used",20,5,"female"
"4114","Courtney","A rabbits head.",4,5,"female"
"4115","Crystal","Confused as to what the artist is attempting to do.",-50,5,"female"
"4116","Cynthia","boring and unsure",-25,5,"female"
"4117","Danielle","Not a fan of the themes",-30,5,"female"
"4118","Destiny","Just doesn't do a whole lot for me. I see Cinderellas broom",-11,5,"female"
"4119","Diana","I didn't care for this art piece. I wasn't sure about the color choice.",-15,5,"female"
"4120","Dominique","It speaks volumes to some. It's also a conversational piece. And very different ideas",34,5,"female"
"4121","Elizabeth","Perfect for art exhibition",39,5,"female"
"4122","Emily","Complete garbage. Looks like a kid drew it.",-50,5,"female"
"4123","Emma","Kind of ugly ....",-21,5,"female"
"4124","Erica","positive colours; yellow calls attention",6,5,"female"
"4125","Erika","Not sure what I'm looking at",-16,5,"female"
"4126","Erin","Flame, candle, wind",30,5,"female"
"4127","Gabriela","I am confused as to what this is supposed to be",6,5,"female"
"4128","Gabrielle","looks like a 2nd grader did it",-50,5,"female"
"4129","Grace","Looks like a yellow plastic trash bag.",-42,5,"female"
"4130","Hailey","puke yellow with nothing but sadness",-35,5,"female"
"4131","Haley","I'm confused by what I am looking at",-3,5,"female"
"4132","Hannah","Very basic, but at least has some color to it.",-9,5,"female"
"4133","Heather","its something. i just dont know what it is.",1,5,"female"
"4134","Isabella","Seems clean and neat",11,5,"female"
"4135","Jacqueline","Seems very basic and uninteresting.",-15,5,"female"
"4136","Jamie","Don't really see it and yellow/pink don't go well together",-35,5,"female"
"4137","Jasmine","Not sure what to say about this piece honestly. It's okay I guess.",0,5,"female"
"4138","Jenna","it's okay. the colors are eye catching, but that's about it.",3,5,"female"
"4139","Jennifer","This piece doesn't really stand out.",0,5,"female"
"4140","Jessica","Don't really know the point of this one.",-11,5,"female"
"4141","Jordan","I dont really get anything from this",-25,5,"female"
"4142","Julia","I like this one but wish it had more context around it",18,5,"female"
"4143","Kaitlin","a bit confused about this picture",-9,5,"female"
"4144","Kaitlyn","Wish the background had been kept clean; distracts from main object",11,5,"female"
"4145","Katelyn","I just dont get it. Means very little to me",-22,5,"female"
"4146","Katherine","Don't love don't hate",8,5,"female"
"4147","Kathryn","I see a sign advising me to be cautious.",-20,5,"female"
"4148","Katie","I don't get it at all. But, maybe it is the top portion of a piece of fruit.",-50,5,"female"
"4149","Kayla","I like that the pyramid is putting off a beacon of light.",11,5,"female"
"4150","Kaylee","a volcano erruption",21,5,"female"
"4151","Kelly","It looks like daffy duck's leg with a random trail of pink.",-22,5,"female"
"4152","Kelsey","too abstract, looks like a pyramid",-22,5,"female"
"4153","Kimberly","It feels positive and kind of uplifting",24,5,"female"
"4154","Kristen","sharp, painful yet playful",-5,5,"female"
"4155","Kylie","It reminds me of a piece of lemon candy, which is one of my favorite flavors",20,5,"female"
"4156","Laura","fresh and fun - bright and active",16,5,"female"
"4157","Lauren","I like the simplicity of the design, but I can't tell what the image is trying to depict.",10,5,"female"
"4158","Leah","Boring, no flow except the pink feathery band",-42,5,"female"
"4159","Leslie","This elicits no reaction in me.",0,5,"female"
"4160","Lindsey","Black bit reminds me of a giant splinter. Yellow bit reminds me of urine. I hate it.",-50,5,"female"
"4161","Mackenzie","Overpowering colors.",-26,5,"female"
"4162","Madeline","A bit too messy in my eyes",-4,5,"female"
"4163","Madison","Bright and luminous",31,5,"female"
"4164","Makayla","Bright and sunny",19,5,"female"
"4165","Margaret","simple. love the color scheme",27,5,"female"
"4166","Maria","this feels like something I should like, but I'm not feeling the execution",-10,5,"female"
"4167","Mariah","It feels very strong and open.",31,5,"female"
"4168","Marissa","I am confused as to what I am seeing is it a handbag, duck foot, bell?",-18,5,"female"
"4169","Mary","This piece has a good flow. I like the yellow with black combo.",11,5,"female"
"4170","Megan","Cop out, easy money for artist for a 4 min piece",-29,5,"female"
"4171","Meghan","I like it but I don't know why",15,5,"female"
"4172","Melissa","strong appeal in contrast",27,5,"female"
"4173","Michaela","Pretty simple, I'm not sure what it's supposed to mean",14,5,"female"
"4174","Michelle","What is this? It looks like no effort was put into this work",-2,5,"female"
"4175","Mikayla","I love the yellow! It really pops!",30,5,"female"
"4176","Miranda","This either looks like a bell or aliens finishing the pyramids",-34,5,"female"
"4177","Molly","Very non-dynamic painting, dislike it.",-10,5,"female"
"4178","Monica","I like how simple it is and the pink brushstrokes are nice",27,5,"female"
"4179","Morgan","Dull pyramid that says nothing.",7,5,"female"
"4180","Natalie","the picture looks ok",8,5,"female"
"4181","Nicole","I hate the shapes",-30,5,"female"
"4182","Olivia","a brush in time",-14,5,"female"
"4183","Paige","I don't hate it but I can't relate to it",1,5,"female"
"4184","Rachel","Not sure what to make of this one.",-1,5,"female"
"4185","Rebecca","sorry not my style",-37,5,"female"
"4186","Sabrina","Very messy and not a lot of thought",-29,5,"female"
"4187","Samantha","I cant explain why i like this so much but it really calls out to me",50,5,"female"
"4188","Sara","It looks random",-10,5,"female"
"4189","Sarah","looks very childish",-35,5,"female"
"4190","Savannah","Boring and appears low effort",-41,5,"female"
"4191","Shannon","I don't know what it's supposed to be and it looks ugly the way the colors are on the yellow cube.",-50,5,"female"
"4192","Shelby","This feels joyful",39,5,"female"
"4193","Sierra","i dont like the yellow or the shape",-26,5,"female"
"4194","Sophia","Looks like a tied up trash bag.",-10,5,"female"
"4195","Stephanie","This did not do a thing for me.",-50,5,"female"
"4196","Sydney","I'm reminded of a volcano with weird colors.",-5,5,"female"
"4197","Taylor","Doesn't make me think anything",-1,5,"female"
"4198","Tiffany","I feel nothing looking at this.",-5,5,"female"
"4199","Vanessa","The yellow is garish and the picture doesn't look liked anything.",-49,5,"female"
"4200","Victoria","very boring and plain",-35,5,"female"
"4201","Abigail","This picture is weird",-6,6,"female"
"4202","Alexa","Too basic for me",-20,6,"female"
"4203","Alexandra","this is interesting and unique",11,6,"female"
"4204","Alexandria","i like it but it is very neutral",9,6,"female"
"4205","Alexis","The feeling of isolation with so little objects. Great",20,6,"female"
"4206","Alicia","kids book cover, uninteresting.",-10,6,"female"
"4207","Allison","Simple desert scene.",5,6,"female"
"4208","Alyssa","It makes me stop and think about what the artist is trying to say.It creates a feeling of solitude and tranqulity",30,6,"female"
"4209","Amanda","Makes me feel lonely",-22,6,"female"
"4210","Amber","Something very simplistic about it. The colors mesh well.",10,6,"female"
"4211","Amy","Lack of context makes this painting 1-d for me. The headless bird is mysterious and indecipherable.",-10,6,"female"
"4212","Andrea","So forlorn, and beauty amid desolation.",25,6,"female"
"4213","Angela","I like the orange color, and I don't know why but I like this piece.",22,6,"female"
"4214","Angelica","It feels sad but it's nice to look at.",4,6,"female"
"4215","Anna","It reminds me of a simplistic bird. I like the colors used.",40,6,"female"
"4216","Ashley","A lot of people will lvoe this, I do not.",1,6,"female"
"4217","Autumn","Bird? It's a bird.",23,6,"female"
"4218","Bailey","Not my favorite, but I like the empty vibe and the imagination it invokes. A skinny girl with long legs, perhaps, looking over a cliff",9,6,"female"
"4219","Breanna","Not impressed, just very plain",-10,6,"female"
"4220","Briana","Close up peach? Hate it",-16,6,"female"
"4221","Brianna","Nice desert scene",10,6,"female"
"4222","Brittany","It's alright. I imagined the peach from James and the Giant Peach.",1,6,"female"
"4223","Brooke","Kind of neat, but then that's a weird looking bird. too weird.",0,6,"female"
"4224","Caitlin","A crow on one leg?",-10,6,"female"
"4225","Caroline","Lonely and kinda sad",-25,6,"female"
"4226","Cassandra","No feeling...just left me feeling kind of blah",1,6,"female"
"4227","Cassidy","The background on the upper half is nice. I also like the contrast of the top and bottom halves",5,6,"female"
"4228","Catherine","Looking, searching at the same time being content.",30,6,"female"
"4229","Chelsea","It looks like one tall ugly bird.",-43,6,"female"
"4230","Cheyenne","Good painting but too simple to care about it for very long.",-15,6,"female"
"4231","Chloe","Cute and evocative",11,6,"female"
"4232","Christina","i like the simplicity of the tree and the colors",50,6,"female"
"4233","Claire","very minimalistic",22,6,"female"
"4234","Courtney","Its the headless bird. But why?",21,6,"female"
"4235","Crystal","Gives me a feeling of solitude and nothingness",11,6,"female"
"4236","Cynthia","seeds of change",11,6,"female"
"4237","Danielle","Not a fan of anything in this",-43,6,"female"
"4238","Destiny","boring. don't really like birds",1,6,"female"
"4239","Diana","I love it. It reminds me of a bird sitting on a wall.",26,6,"female"
"4240","Dominique","Calm and catching",30,6,"female"
"4241","Elizabeth","Love the simplicity of it",41,6,"female"
"4242","Emily","Looks like a kid created it.",-50,6,"female"
"4243","Emma","Birds are cool but I don't love it",10,6,"female"
"4244","Erica","positive because of bright colours and a bird",20,6,"female"
"4245","Erika","Lonesome in nature",13,6,"female"
"4246","Erin","Blackbird in the desert",27,6,"female"
"4247","Gabriela","This looks like a crow, sort of bleak",-26,6,"female"
"4248","Gabrielle","simplistic but reminds me of a crow in a field",-10,6,"female"
"4249","Grace","Growth in the desert?  Don't care for it very much.",-26,6,"female"
"4250","Hailey","one lonely thing trying to grow",-24,6,"female"
"4251","Haley","I like the color and the gradient",10,6,"female"
"4252","Hannah","Looks like a bird. It's fine.",7,6,"female"
"4253","Heather","it looks like a stick holding a wig on a cliff",21,6,"female"
"4254","Isabella","A bird standing in the sun",37,6,"female"
"4255","Jacqueline","It's a bit bland, but looks like a bird standing.",11,6,"female"
"4256","Jamie","Tree growing in a desert. Gives me feelings of hope",5,6,"female"
"4257","Jasmine","Simple and clean",11,6,"female"
"4258","Jenna","I like the bottom half, but not the top",-7,6,"female"
"4259","Jennifer","I am neutral towards this piece.",0,6,"female"
"4260","Jessica","Is this a leaf?",4,6,"female"
"4261","Jordan","This is interesting, I feel solitude, and loneliness from this.",13,6,"female"
"4262","Julia","this is too simple for me",-34,6,"female"
"4263","Kaitlin","This one also confuses me a bit.",-19,6,"female"
"4264","Kaitlyn","I like the simplicity of the picture",30,6,"female"
"4265","Katelyn","Nothing grabs at me here",-11,6,"female"
"4266","Katherine","This could be so many different things. I saw a bird first but then it looks like a needle going into skin",34,6,"female"
"4267","Kathryn","This piece feels hopeful, like an oasis in the desert.",20,6,"female"
"4268","Katie","I like the warmth of the orange. But, I feel like it's a partial view. I'm frustrated I can't see the entirety.",-20,6,"female"
"4269","Kayla","Little birdie in a desert. Seeking better frontiers.",13,6,"female"
"4270","Kaylee","just an another tree on a desert?",9,6,"female"
"4271","Kelly","Simple and pretty.",18,6,"female"
"4272","Kelsey","its like a jalapeno",-28,6,"female"
"4273","Kimberly","It's pretty dour",-10,6,"female"
"4274","Kristen","loneliness, fragile, forever alone, a girl who's been there for eternity, only think tracking time is the length of her hair",9,6,"female"
"4275","Kylie","Reminds me of feeling incomplete",1,6,"female"
"4276","Laura","graceful and light",35,6,"female"
"4277","Lauren","I like the simplicity of the piece.",10,6,"female"
"4278","Leah","Boring, looks like a sad tree in wind",-37,6,"female"
"4279","Leslie","The limited colors make me feel lonely.",36,6,"female"
"4280","Lindsey","Simple, warm, hopeful.",12,6,"female"
"4281","Mackenzie","I enjoy the color contrast.",20,6,"female"
"4282","Madeline","Looks a bit like a pickle or something?",-16,6,"female"
"4283","Madison","Is this the villain from Despicable Me?",29,6,"female"
"4284","Makayla","Don't like the black space",2,6,"female"
"4285","Margaret","reminds me of a happy edgar allen poe poem",8,6,"female"
"4286","Maria","intrigues me - not sure what I'm seeing, but I like combination of colour and texture",21,6,"female"
"4287","Mariah","Clean and simple, a pleasant resting place for the eyes.",21,6,"female"
"4288","Marissa","I am intrigued but unsure whether I enjoy this or not",6,6,"female"
"4289","Mary","This piece has some emotion of isolation. I like it.",6,6,"female"
"4290","Megan","Odd desert, nice sand color with headless bird",11,6,"female"
"4291","Meghan","reminds me of a bird",31,6,"female"
"4292","Melissa","composition is engaging",28,6,"female"
"4293","Michaela","It looks like a bird looking away",32,6,"female"
"4294","Michelle","Definitely belongs at a doctor's office, I think it's a crow or a tree?",-3,6,"female"
"4295","Mikayla","Not very exciting.",-34,6,"female"
"4296","Miranda","It's slightly unnerving to look at, it looks a little creepy/eerie",-16,6,"female"
"4297","Molly","Nothing special.",-20,6,"female"
"4298","Monica","Maybe it's supposed to be a bird but it looks like a scary cloaked figure. it's just too simple and jarring",-23,6,"female"
"4299","Morgan","Desert that's too simple.",-15,6,"female"
"4300","Natalie","reminds me a giant peach",19,6,"female"
"4301","Nicole","The colors and rough brush strokes make me nervous",-10,6,"female"
"4302","Olivia","surviving the dryness of life",30,6,"female"
"4303","Paige","Kind of boring. I don't care for many abstracts",1,6,"female"
"4304","Rachel","Reminds me of a plant poking through the soil. It reminds me of new life.",31,6,"female"
"4305","Rebecca","??????? fake floating leaf? headless bird",-28,6,"female"
"4306","Sabrina","I love the representation of death and life.",50,6,"female"
"4307","Samantha","It isnt bad but sort of too bland",0,6,"female"
"4308","Sara","It looks sad and scary at the same time",11,6,"female"
"4309","Sarah","it's interesting but I don't love it",10,6,"female"
"4310","Savannah","Despite how simple it is, this piece has clear meaning.",34,6,"female"
"4311","Shannon","I can't tell what this image is, but it's boring because of lack of color variety and nothing in it",-41,6,"female"
"4312","Shelby","I dont feel much of a responce or connection to this one",0,6,"female"
"4313","Sierra","simplistic. i love orange and green and i love the subject",50,6,"female"
"4314","Sophia","It's okay. It kind of looks like a bird with his head buried in his feathers.",2,6,"female"
"4315","Stephanie","Nevermore!  A black raven sitting on a pumpkin. Halloween",-35,6,"female"
"4316","Sydney","This piece reminds me of the lorax.",5,6,"female"
"4317","Taylor","Reminds me of my friend's bird",21,6,"female"
"4318","Tiffany","The painting makes me happy. Like I'm looking at a little bird.",6,6,"female"
"4319","Vanessa","I don't like the colors and the dark shape at the top makes me think of a buzzard.",-28,6,"female"
"4320","Victoria","makes me think of nature",30,6,"female"
"4321","Abigail","Looks like a skin disease",-31,7,"female"
"4322","Alexa","Not a fan of the pattern or colors",-40,7,"female"
"4323","Alexandra","I do not like the boring colors in this.",-20,7,"female"
"4324","Alexandria","reminds me of the desert",-20,7,"female"
"4325","Alexis","Looks like bad wallpaper",-29,7,"female"
"4326","Alicia","I don't get it. looks like a picture of the ground.",-42,7,"female"
"4327","Allison","I like the earth tones here",5,7,"female"
"4328","Alyssa","It looks like someone took a picture of a muddy ground and called it art.",-41,7,"female"
"4329","Amanda","I hate everything about this painting from the cors to it looking like a war",-50,7,"female"
"4330","Amber","Dull and confusing",-24,7,"female"
"4331","Amy","Limited emotional reaction for me. No focus and highly abstract",-20,7,"female"
"4332","Andrea","Reminds me of mold. Repulsive.",-10,7,"female"
"4333","Angela","Looks like vomit, or chunky feces",-42,7,"female"
"4334","Angelica","This is vague and ugly.",-3,7,"female"
"4335","Anna","It's kind of ugly but I like the texture.",10,7,"female"
"4336","Ashley","landscape of amrs, yawn.",-25,7,"female"
"4337","Autumn","Well done minimalism.",35,7,"female"
"4338","Bailey","It gives off an alien-like vastness of space vibe which I like",9,7,"female"
"4339","Breanna","Not highly impressed",-5,7,"female"
"4340","Briana","Are these ancient cave paintings?",-7,7,"female"
"4341","Brianna","Looks plain and dull, sorry.",-31,7,"female"
"4342","Brittany","It looks like a wall, not really something I'd enjoy looking at.",-12,7,"female"
"4343","Brooke","tracks in dirt?",-15,7,"female"
"4344","Caitlin","Looks like a photo taken from the moon.",-6,7,"female"
"4345","Caroline","Looks like dirt on the ground. Makes me feel unclean",-37,7,"female"
"4346","Cassandra","Just neutral...looks like sand at the beach.",3,7,"female"
"4347","Cassidy","I like the texture",12,7,"female"
"4348","Catherine","Looking through a microscope at the ground at a beach.",20,7,"female"
"4349","Chelsea","It looks more like wallpaper rather than a painting.",-27,7,"female"
"4350","Cheyenne","Nice realistic feel but nothing stands out.",4,7,"female"
"4351","Chloe","Like the tactile quality",30,7,"female"
"4352","Christina","looks like the surface of the moon",-28,7,"female"
"4353","Claire","reminds me of a cave wall",-21,7,"female"
"4354","Courtney","That a desert floor",16,7,"female"
"4355","Crystal","I thought I was looking at a satellite image of mars.",21,7,"female"
"4356","Cynthia","time and change",1,7,"female"
"4357","Danielle","I don't like this kind of color scheme or look they went for",-50,7,"female"
"4358","Destiny","mars also crunchy leaves maybe a beehive",32,7,"female"
"4359","Diana","This piece reminds me of ants and it makes my skin crawl.",-37,7,"female"
"4360","Dominique","One I would love to own . Calm relaxing spiritual and full of love",41,7,"female"
"4361","Elizabeth","The picture is just random",-8,7,"female"
"4362","Emily","Ugly. I don't like the colors or the scattering.",-50,7,"female"
"4363","Emma","Cool, makes me think of archeology",15,7,"female"
"4364","Erica","No not cause many emotions",1,7,"female"
"4365","Erika","Detail oriented, like cracked paint wall",15,7,"female"
"4366","Erin","Color is bland and looks damaged",-37,7,"female"
"4367","Gabriela","it looks like an ant farm",12,7,"female"
"4368","Gabrielle","looks like wallpaper",-6,7,"female"
"4369","Grace","Makes me itch - looks like a closeup of an ant colony or something.",-1,7,"female"
"4370","Hailey","hot desert with big rocks.",-19,7,"female"
"4371","Haley","Confusion, mild aversion",-36,7,"female"
"4372","Hannah","Looks almost like a photograph of nature.",11,7,"female"
"4373","Heather","i dont like it. it looks like rocks",-40,7,"female"
"4374","Isabella","Dessert like almost like dry land",4,7,"female"
"4375","Jacqueline","Just looks like rocks or some kind of mineral.",0,7,"female"
"4376","Jamie","Looks like a battle raging on",20,7,"female"
"4377","Jasmine","It just reminds me of dirt",-10,7,"female"
"4378","Jenna","reminds me of a desert from far above",23,7,"female"
"4379","Jennifer","Very, very dull compared to the other paintings",-36,7,"female"
"4380","Jessica","Looks like a natural texture, reminds me of rocks.",0,7,"female"
"4381","Jordan","looks like the surface of the moon.",1,7,"female"
"4382","Julia","I would like this more if I could pretend it was the moon.",-26,7,"female"
"4383","Kaitlin","I'm not too sure about this one",-10,7,"female"
"4384","Kaitlyn","Boring  and lacks color",-11,7,"female"
"4385","Katelyn","Makes me think of the beach which makes me happy",14,7,"female"
"4386","Katherine","Reminds me of bugs, I hate bugs",-7,7,"female"
"4387","Kathryn","It's off-putting because it reminds me of walking over rough sand/rocks or having scabs on my skin.",-10,7,"female"
"4388","Katie","I see dryness, which is sad. Dirt, sand, the dessert. Barren dry lifeless",-30,7,"female"
"4389","Kayla","Dinosaur bones. Death.",-14,7,"female"
"4390","Kaylee","some rocks on a mars?",7,7,"female"
"4391","Kelly","My firs thought was ""gross""...not sure what this is and I dont think i want to know.",-19,7,"female"
"4392","Kelsey","its like oatmeal with granola",-47,7,"female"
"4393","Kimberly","Looks like a bad picture of a beach",-21,7,"female"
"4394","Kristen","sand, beach, tranquil",10,7,"female"
"4395","Kylie","No particular reaction to this",10,7,"female"
"4396","Laura","I feel thirsty - reminds me of desert sand",11,7,"female"
"4397","Lauren","I like how the image has a sense of history, since the style looks like it came from stone.",20,7,"female"
"4398","Leah","I love it, it looks like a landscape photograph in desert or rocky mountain",50,7,"female"
"4399","Leslie","This elicits no reaction in me.",0,7,"female"
"4400","Lindsey","It's dirty. I don't mind the colors so much as the way they are put together in this dirty-looking pattern.",-41,7,"female"
"4401","Mackenzie","Is simple in color and texture",11,7,"female"
"4402","Madeline","Not very big on the sameness here",-20,7,"female"
"4403","Madison","Is this a painting, really? Very compelling if so, the texture work is incredible.",15,7,"female"
"4404","Makayla","It's just like sand from the beach",2,7,"female"
"4405","Margaret","looks like a close up of irritated skin under a microscope",-49,7,"female"
"4406","Maria","elicits no real response",0,7,"female"
"4407","Mariah","The dried bottom of a puddle in July.",-41,7,"female"
"4408","Marissa","I feel confused, am I looking at a painting or a close up picture of some sort of fly stone?",-19,7,"female"
"4409","Mary","This reminds me of a close up photo of a stone wall.",-19,7,"female"
"4410","Megan","Great portrayal of solid surface",19,7,"female"
"4411","Meghan","I don't like the texture",-49,7,"female"
"4412","Melissa","textures are engaging",8,7,"female"
"4413","Michaela","It looks like maybe some seeds?",14,7,"female"
"4414","Michelle","Hmm interesting, looks like mars or something terrestrial. Too abstract for me and too much brown",4,7,"female"
"4415","Mikayla","I love the texture.",20,7,"female"
"4416","Miranda","This looks like a literal picture of the ground so I'm really not too sure about this one.",-42,7,"female"
"4417","Molly","Don't understand the meaning of this picture.",-30,7,"female"
"4418","Monica","It looks like bloody scabs on skin, I don't like it",-42,7,"female"
"4419","Morgan","Dead bugs on an insect battleground.",-10,7,"female"
"4420","Natalie","does not look good",-42,7,"female"
"4421","Nicole","Looks like the surface of mars",29,7,"female"
"4422","Olivia","looking down on earth",19,7,"female"
"4423","Paige","Happy. Looking at the moon",43,7,"female"
"4424","Rachel","Looks like a desert or another planet. While the color choices are narrow, it's still interesting because it is very natural.",12,7,"female"
"4425","Rebecca","would love to take a closer look at the texture",15,7,"female"
"4426","Sabrina","Not getting the vibe i would like from this",-30,7,"female"
"4427","Samantha","Makes me want to feel it",19,7,"female"
"4428","Sara","It feels cold and hard",-40,7,"female"
"4429","Sarah","i kind of like this, it looks like a photo of a planet's surface",16,7,"female"
"4430","Savannah","More saturated color, even more interpretations to have.",44,7,"female"
"4431","Shannon","I don't like the repetitiveness of the colors, and I think there should be more colors.",-50,7,"female"
"4432","Shelby","This feels very earthy and grounded",20,7,"female"
"4433","Sierra","it looks like a dog ran through some wet cement",-22,7,"female"
"4434","Sophia","Is this cookie dough?  Yum!",-10,7,"female"
"4435","Stephanie","This looks muddy and stomped on. I think of destruction.",-50,7,"female"
"4436","Sydney","This piece is really simple but the colors and texture work well together.",20,7,"female"
"4437","Taylor","It makes me think of new archaeology discoveries",15,7,"female"
"4438","Tiffany","I feel relaxed and a little nostalgic, like I'm exploring the wall of a very old building.",18,7,"female"
"4439","Vanessa","This is borning and lifeless.",-50,7,"female"
"4440","Victoria","looks like a photograph",-4,7,"female"
"4441","Abigail","I did not like the face",-10,8,"female"
"4442","Alexa","It's simply gorgeous. This artist is very talented",50,8,"female"
"4443","Alexandra","The colors are nice but the big face in the sky is creepy",-11,8,"female"
"4444","Alexandria","It is very colorful with a deeper meaning",25,8,"female"
"4445","Alexis","Reminds me of old 80s fantasy book covers. Nostalgic",23,8,"female"
"4446","Alicia","wow. blocky, angled, neat colors. The faces are what makes it. love it.",45,8,"female"
"4447","Allison","Eclectic city with good mix of colors.",10,8,"female"
"4448","Alyssa","I like how the more you like at it there are more things to discover.Very creative.",33,8,"female"
"4449","Amanda","I love architectural paintings",46,8,"female"
"4450","Amber","Very colorful. Looks like the hustle and bustle of a city.",11,8,"female"
"4451","Amy","The definition and the colors give make this painting accessible and thought provoking.",30,8,"female"
"4452","Andrea","The face makes me think its a statement of the almighty of big brother watching us. onfuCsion limits my enjoyment.",6,8,"female"
"4453","Angela","Like the colors and the energy, but the face feels jarring to me",13,8,"female"
"4454","Angelica","It's a poor rendition of an MC Escher inspired piece.",-25,8,"female"
"4455","Anna","The shapes and colors work well together.",40,8,"female"
"4456","Ashley","Escher? Dali? Could be their lovechild?",50,8,"female"
"4457","Autumn","Well painted. Not my style.",27,8,"female"
"4458","Bailey","Not a fan of abstract looking pieces with too many focal points. The tunnel and face, for example",-31,8,"female"
"4459","Breanna","Makes me feel nice",23,8,"female"
"4460","Briana","Its abstract and interesting",24,8,"female"
"4461","Brianna","It's very odd and I don't really like it",-30,8,"female"
"4462","Brittany","Interesting to look at, there are many things happening in the painting.",32,8,"female"
"4463","Brooke","what's going on here. looks like scary town.",-25,8,"female"
"4464","Caitlin","And I'll huff and I'll puff and I'll blow your town down!!",20,8,"female"
"4465","Caroline","I love the colors in it and also the faces and door ways. Made me feel hopeful",35,8,"female"
"4466","Cassandra","I like the colors and the scene.",24,8,"female"
"4467","Cassidy","I like the colors",10,8,"female"
"4468","Catherine","Lost in a big city confuse as to where to go to next. No matter if you live in a mansion or homeless. Being bigger than what is going on around you",30,8,"female"
"4469","Chelsea","It looks like it took a lot of time to complete.",34,8,"female"
"4470","Cheyenne","Has nice depth to it.",12,8,"female"
"4471","Chloe","Cheesy. A little too knock you over the dead with its message without making it emotional",-31,8,"female"
"4472","Christina","it looks very 80's and kind of scary",-11,8,"female"
"4473","Claire","looks like an aerial view, very pretty",32,8,"female"
"4474","Courtney","Now that one is wild. Looks like maybe mother nature isnt happy.",28,8,"female"
"4475","Crystal","i like the abstract nature of a birds eye view of the city. The hard shapes and squares present with a softness rather than rigidity.",26,8,"female"
"4476","Cynthia","New power in the community",22,8,"female"
"4477","Danielle","Enjoy this, it looks like a rushing water pool, surrounded by mountains and buildings, hiding details such as faces.",30,8,"female"
"4478","Destiny","a cute little cute with some protectors",25,8,"female"
"4479","Diana","I don't care for the piece, but I appreciate the talent that it took to create it.",22,8,"female"
"4480","Dominique","This speaks volumes to me and is another favorite I'm sure by many",40,8,"female"
"4481","Elizabeth","Very unique and different",31,8,"female"
"4482","Emily","It is interesting to look at. Abstract but ordered.",9,8,"female"
